data_collection_site,instructions_text_top,instructions_text_bottom,block_id,example_image,participant,trial_number,stimulus,trial_type,target_trial,surveillance_correct_response,filler_1_items,filler_2_items,middle_text,left_text,right_text,evaluation_stimulus,left_stimulus,right_stimulus,evaluation_response_indicating_CS1_preferred,awareness_1_question_text,awareness_2a_question_text,awareness_2b_question_text,awareness_2_question_text,record_data_collection_site_variable.thisRepN,record_data_collection_site_variable.thisTrialN,record_data_collection_site_variable.thisN,record_data_collection_site_variable.thisIndex,surveillance_instructions_loop.thisRepN,surveillance_instructions_loop.thisTrialN,surveillance_instructions_loop.thisN,surveillance_instructions_loop.thisIndex,surveillance_blocks_loop.thisRepN,surveillance_blocks_loop.thisTrialN,surveillance_blocks_loop.thisN,surveillance_blocks_loop.thisIndex,surveillance_trials_loop.thisRepN,surveillance_trials_loop.thisTrialN,surveillance_trials_loop.thisN,surveillance_trials_loop.thisIndex,filler_1_instructions_loop.thisRepN,filler_1_instructions_loop.thisTrialN,filler_1_instructions_loop.thisN,filler_1_instructions_loop.thisIndex,filler_1_loop.thisRepN,filler_1_loop.thisTrialN,filler_1_loop.thisN,filler_1_loop.thisIndex,filler_2_instructions_loop.thisRepN,filler_2_instructions_loop.thisTrialN,filler_2_instructions_loop.thisN,filler_2_instructions_loop.thisIndex,filler_2_loop.thisRepN,filler_2_loop.thisTrialN,filler_2_loop.thisN,filler_2_loop.thisIndex,evaluation_instructions_loop.thisRepN,evaluation_instructions_loop.thisTrialN,evaluation_instructions_loop.thisN,evaluation_instructions_loop.thisIndex,evaluation_loop.thisRepN,evaluation_loop.thisTrialN,evaluation_loop.thisN,evaluation_loop.thisIndex,evaluation_trials.thisRepN,evaluation_trials.thisTrialN,evaluation_trials.thisN,evaluation_trials.thisIndex,awareness_instructions_loop.thisRepN,awareness_instructions_loop.thisTrialN,awareness_instructions_loop.thisN,awareness_instructions_loop.thisIndex,awareness_1_trials_loop.thisRepN,awareness_1_trials_loop.thisTrialN,awareness_1_trials_loop.thisN,awareness_1_trials_loop.thisIndex,awareness_2a_trials_loop.thisRepN,awareness_2a_trials_loop.thisTrialN,awareness_2a_trials_loop.thisN,awareness_2a_trials_loop.thisIndex,awareness_2b_trials_loop.thisRepN,awareness_2b_trials_loop.thisTrialN,awareness_2b_trials_loop.thisN,awareness_2b_trials_loop.thisIndex,awareness_2c_trials_loop.thisRepN,awareness_2c_trials_loop.thisTrialN,awareness_2c_trials_loop.thisN,awareness_2c_trials_loop.thisIndex,end_message_loop.thisRepN,end_message_loop.thisTrialN,end_message_loop.thisN,end_message_loop.thisIndex,condition,surveillance_response.keys,surveillance_response.corr,surveillance_response.rt,filler_1_rating.response,filler_1_rating.rt,filler_2_rating.response,filler_2_rating.rt,evaluation_response.keys,evaluation_response.corr,evaluation_response.rt,inputText,awareness_1_response.keys,awareness_1_response.rt,awareness_type_2a_rating.response,awareness_type_2a_rating.rt,awareness_type_2b_rating.response,awareness_type_2b_rating.rt,awareness_type_2c_rating.response,awareness_type_2c_rating.rt,age,gender,participant,UseMonkey,date,expName,psychopyVersion,frameRate,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,11,stimuli/cs1_pos5.jpg,CSUS,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,12,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,13,stimuli/filler28.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,14,stimuli/filler51.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,15,stimuli/filler44.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,16,stimuli/target4_6.jpg,target,True,space,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,space,1,0.9669367131427862,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,17,stimuli/filler12.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,18,stimuli/filler49.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,19,stimuli/target4_8.jpg,target,True,space,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,space,1,0.6002441098098643,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,20,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,21,stimuli/cs2_neg8.jpg,CSUS,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,22,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,23,stimuli/filler29.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,24,stimuli/filler50.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,25,stimuli/filler15.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,26,stimuli/filler42.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,27,stimuli/filler40.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,28,stimuli/filler47.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,29,stimuli/filler21.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,30,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,31,stimuli/cs1_pos19.jpg,CSUS,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,32,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,33,stimuli/filler23.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,34,stimuli/filler19.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,35,stimuli/target4_2.jpg,target,True,space,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,space,1,0.6502133880276233,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,36,stimuli/filler4.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,37,stimuli/filler41.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,38,stimuli/filler48.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,39,stimuli/filler17.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,40,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,41,stimuli/cs2_neg5.jpg,CSUS,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,42,stimuli/blank.jpg,blank,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,43,stimuli/filler3.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
Balas and Sarzynnska,"Dla tego zadania, docelową postacią jest Zorua:","Więc gdy tylko Zorua (jego imię lub jego podobizna) pojawi się na ekranie, naciśnij spację tak szybko jak to możliwe. Uderz w spację gdy tylko zobaczysz podobiznę Zoruay lub słowo ZORUA

Naciśnij spację by rozpocząć zadanie",target4,stimuli/t4.jpg,80,44,stimuli/filler16.jpg,filler,False,None,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,3,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS1_USpos,None,1,,,,,,,,,,,,,,,,,,27,f,80,n,2019_Nov_30_1507,ec_RRR,3.0.4,59.997353754306424,
